,"(0, 0)","(0, 1)","(0, 2)","(0, 3)","(0, 4)","(0, 5)","(0, 6)","(0, 7)","(0, 8)","(0, 9)","(0, 10)","(1, 0)","(1, 1)","(1, 2)","(1, 3)","(1, 4)","(1, 5)","(1, 6)","(1, 7)","(1, 8)","(1, 9)","(1, 10)","(2, 0)","(2, 1)","(2, 2)","(2, 3)","(2, 4)","(2, 5)","(2, 6)","(2, 7)","(2, 8)","(2, 9)","(2, 10)","(3, 0)","(3, 1)","(3, 2)","(3, 3)","(3, 4)","(3, 5)","(3, 6)","(3, 7)","(3, 8)","(3, 9)","(3, 10)","(4, 0)","(4, 1)","(4, 2)","(4, 3)","(4, 4)","(4, 5)","(4, 6)","(4, 7)","(4, 8)","(4, 9)","(4, 10)"
"[[2], [], [], [], [1]]",0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,10.245,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[[2], [8], [], [], [1]]",7.5,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,7.199999999999999,0.0,0.0,,0.0,0.0
"[[0, 2], [8], [], [], [1]]",,,,-8.7,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
"[[0, 1, 5], [3, 8], [2, 6], [], []]",,,,,0.0,,,0.0,,0.0,0.0,,,,,14.399999999999999,,,0.0,,0.0,0.0,,,,,0.0,,,0.0,,0.0,0.0,,,,,0.0,,,0.0,,0.0,0.0,,,,,0.0,,,0.0,,0.0,0.0
"[[0, 1, 5], [3, 4, 8], [2, 6], [], []]",,,,,,,,-8.7,,0.0,0.0,,,,,,,,0.0,,0.0,0.0,,,,,,,,0.0,,0.0,0.0,,,,,,,,0.0,,0.0,0.0,,,,,,,,0.0,,0.0,0.0
"[[], [], [], [], [1, 2]]",6.3,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[[0], [], [], [], [1, 2]]",,,,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[[0, 3], [], [], [], [1, 2]]",,,,,0.0,0.0,0.0,9.6,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[[0, 3, 7], [], [], [], [1, 2]]",,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,0.0,10.2,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,0.0,0.0,0.0
"[[0, 3, 7], [], [6], [], [1, 2]]",,,,,-8.7,0.0,,,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,0.0,0.0
"[[0, 1, 3], [], [7, 8], [], []]",,,-8.7,,-8.7,0.0,0.0,,,-8.7,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,0.0
"[[], [], [], [5], [9]]",5.1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
"[[0], [], [], [5], [9]]",,6.8999999999999995,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
"[[0, 1], [], [], [5], [9]]",,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,7.5,0.0,0.0,,0.0
"[[0, 1], [], [], [5], [6, 9]]",,,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,,,0.0,0.0,,9.0,,,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,,,0.0,0.0,,0.0
"[[0, 1], [10], [], [5], [6, 9]]",,,-8.7,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,,
"[[0, 2], [3, 8], [4, 5], [], []]",,-8.7,,,,,13.2,0.0,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0
"[[1], [10], [], [], []]",14.732099999999999,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
"[[0, 1], [10], [], [], []]",,,-14.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,7.5,0.0,6.3,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
"[[0, 4], [3], [], [5], []]",,-8.7,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0
"[[0, 1, 5], [3, 8, 9], [], [7], [2]]",,,,,-8.7,,0.0,,,,0.0,,,,,-8.7,,0.0,,,,0.0,,,,,0.0,,0.0,,,,0.0,,,,,0.0,,0.0,,,,0.0,,,,,0.0,,0.0,,,,0.0
"[[2], [], [], [7, 9], []]",0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,6.6,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0
"[[2], [], [], [1, 7, 9], []]",0.0,,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,,8.1,0.0,,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,,0.0
"[[2], [], [10], [1, 7, 9], []]",0.0,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,8.7,,0.0,,
"[[2], [], [10], [1, 7, 9], [6]]",11.1,,,0.0,0.0,0.0,,,0.0,,,0.0,,,0.0,0.0,0.0,,,0.0,,,0.0,,,0.0,0.0,0.0,,,0.0,,,0.0,,,0.0,0.0,0.0,,,0.0,,,0.0,,,0.0,0.0,0.0,,,0.0,,
"[[0, 2], [], [10], [1, 7, 9], [6]]",,,,-8.7,0.0,0.0,,,0.0,,,,,,0.0,0.0,0.0,,,0.0,,,,,,0.0,0.0,0.0,,,0.0,,,,,,0.0,0.0,0.0,,,0.0,,,,,,0.0,0.0,0.0,,,0.0,,
"[[], [3, 8, 9], [], [], [0]]",,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,8.7,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0
"[[], [3, 8, 9], [10], [], [0]]",,10.2,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,
"[[1], [3, 8, 9], [10], [], [0]]",,,12.6,,0.0,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,0.0,,,
"[[1, 2], [3, 8, 9], [10], [], [0]]",,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,13.799999999999999,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,,,
"[[1, 2], [3, 8, 9], [7, 10], [], [0]]",,,,,-8.7,0.0,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,,,,
"[[0, 5], [3, 4, 8], [1], [7, 9], [6]]",,,-8.7,,,,,,,,0.0,,,0.0,,,,,,,,0.0,,,0.0,,,,,,,,0.0,,,0.0,,,,,,,,0.0,,,0.0,,,,,,,,0.0
"[[7], [1, 10], [0, 3], [], []]",,,11.1,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,
"[[2, 7], [1, 10], [0, 3], [], []]",,,,,13.5,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,,0.0,0.0,
"[[2, 4, 7], [1, 10], [0, 3], [], []]",,,,,,-8.7,0.0,,0.0,0.0,,,,,,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,,0.0,0.0,
"[[0, 1, 7], [3, 5], [], [9], []]",,,0.0,,0.0,,0.0,,-8.7,,0.0,,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,0.0
"[[1], [3, 8], [0, 9], [], []]",,,0.0,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,0.0,0.0,0.0,19.986,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,,0.0
"[[1], [3, 8], [0, 7, 9], [], []]",,,24.444,,0.0,0.0,0.0,,,,0.0,,,0.0,,0.0,0.0,0.0,,,,0.0,,,0.0,,0.0,0.0,0.0,,,,0.0,,,0.0,,0.0,0.0,0.0,,,,0.0,,,0.0,,0.0,0.0,0.0,,,,0.0
"[[1, 2], [3, 8], [0, 7, 9], [], []]",,,,,0.0,0.0,0.0,,,,0.0,,,,,24.479999999999997,0.0,0.0,,,,0.0,,,,,0.0,0.0,0.0,,,,0.0,,,,,0.0,0.0,0.0,,,,0.0,,,,,0.0,0.0,0.0,,,,0.0
"[[1, 2], [3, 4, 8], [0, 7, 9], [], []]",,,,,,-8.7,15.6,,,,0.0,,,,,,0.0,0.0,,,,0.0,,,,,,0.0,0.0,,,,0.0,,,,,,0.0,0.0,,,,0.0,,,,,,0.0,0.0,,,,0.0
"[[0], [3], [10], [9], []]",,8.7,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,
"[[0, 1], [3], [10], [9], []]",,,-8.7,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,
"[[0, 8, 10], [], [1, 7], [5], [9]]",,,-8.7,0.0,0.0,,0.0,,,,,,,0.0,0.0,0.0,,0.0,,,,,,,0.0,0.0,0.0,,0.0,,,,,,,0.0,0.0,0.0,,0.0,,,,,,,37.39905,0.0,0.0,,0.0,,,,
"[[2, 9], [], [], [3, 7], []]",9.6,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0
"[[0, 2, 9], [], [], [3, 7], []]",,-8.7,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,,0.0
"[[], [3], [9], [], [0, 4]]",,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,,0.0,9.9,,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0
"[[], [3], [2, 9], [], [0, 4]]",,0.0,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,,-8.7,,,,0.0,0.0,0.0,0.0,,0.0
"[[0, 3], [], [], [], []]",,0.0,0.0,,0.0,0.0,0.0,0.0,13.139999999999999,0.0,0.0,,0.0,0.0,,0.0,6.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[[0, 3], [5], [], [], []]",,17.1550413410307,0.0,,0.0,,0.0,0.0,0.0,0.0,13.26,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,6.6,0.0,0.0,0.0,0.0
"[[0, 3, 10], [5], [], [], []]",,-14.79,-8.7,,-8.7,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,
"[[1, 2], [9], [0], [8], []]",,,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,10.5,0.0,0.0,0.0,,,0.0
"[[1, 2], [9], [0], [8], [4]]",,,,0.0,,0.0,0.0,0.0,,,0.0,,,,12.9,,0.0,0.0,0.0,,,0.0,,,,0.0,,0.0,0.0,0.0,,,0.0,,,,0.0,,0.0,0.0,0.0,,,0.0,,,,0.0,,0.0,0.0,0.0,,,0.0
"[[1, 2], [3, 9], [0], [8], [4]]",,,,,,0.0,0.0,0.0,,,0.0,,,,,,14.399999999999999,0.0,0.0,,,0.0,,,,,,0.0,0.0,0.0,,,0.0,,,,,,0.0,0.0,0.0,,,0.0,,,,,,0.0,0.0,0.0,,,0.0
"[[1, 2], [3, 5, 9], [0], [8], [4]]",,,,,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,,0.0,,,,,,,0.0,15.6,,,0.0,,,,,,,0.0,0.0,,,0.0
"[[1, 2], [3, 5, 9], [0], [7, 8], [4]]",,,,,,,16.8,,,,0.0,,,,,,,0.0,,,,0.0,,,,,,,0.0,,,,0.0,,,,,,,0.0,,,,0.0,,,,,,,0.0,,,,0.0
"[[1, 2, 6], [3, 5, 9], [0], [7, 8], [4]]",,,,,,,,,,,-8.7,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,0.0
"[[0, 5], [], [10], [], [1]]",,,-8.7,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
"[[5], [], [], [], [10]]",5.7,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
"[[0, 5], [], [], [], [10]]",,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
"[[0, 1, 5], [], [], [], [10]]",,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,8.7,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
"[[0, 1, 5], [8], [], [], [10]]",,,-8.7,0.0,0.0,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,
"[[], [2], [], [0], []]",,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,11.774999999999999,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[[], [2, 8], [], [0], []]",,7.5,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,7.199999999999999,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
"[[1], [2, 8], [], [0], []]",,,,9.9,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
"[[1, 3], [2, 8], [], [0], []]",,,,,11.7,0.0,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,0.0
"[[1, 3, 4], [2, 8], [], [0], []]",,,,,,-8.7,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,,0.0,0.0
"[[], [9], [6], [4], []]",0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,4.8,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0
"[[], [9], [6, 7], [4], []]",0.0,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,7.199999999999999,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,0.0
"[[], [2, 9], [6, 7], [4], []]",0.0,0.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,,0.0,,9.299999999999999,,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,,0.0,,0.0
"[[], [2, 9], [6, 7], [4, 5], []]",0.0,0.0,,0.0,,,,,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,,10.799999999999999,0.0,0.0,,0.0,,,,,0.0,,0.0
"[[], [2, 9], [6, 7], [4, 5, 10], []]",13.2,0.0,,0.0,,,,,0.0,,,0.0,0.0,,0.0,,,,,0.0,,,0.0,0.0,,0.0,,,,,0.0,,,0.0,0.0,,0.0,,,,,0.0,,,0.0,0.0,,0.0,,,,,0.0,,
"[[0], [2, 9], [6, 7], [4, 5, 10], []]",,15.0,,0.0,,,,,0.0,,,,0.0,,0.0,,,,,0.0,,,,0.0,,0.0,,,,,0.0,,,,0.0,,0.0,,,,,0.0,,,,0.0,,0.0,,,,,0.0,,
"[[0, 1], [2, 9], [6, 7], [4, 5, 10], []]",,,,17.099999999999998,,,,,0.0,,,,,,0.0,,,,,0.0,,,,,,0.0,,,,,0.0,,,,,,0.0,,,,,0.0,,,,,,0.0,,,,,0.0,,
"[[0, 1, 3], [2, 9], [6, 7], [4, 5, 10], []]",,,,,,,,,-8.7,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,
"[[], [2, 3], [], [1], []]",16.296,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[[0], [2, 3], [], [1], []]",,,,,0.0,0.0,0.0,0.0,9.6,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,9.6,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[[0, 8], [2, 3], [], [1], []]",,,,,-8.7,0.0,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,0.0
"[[0], [3], [], [6], [1, 2]]",,,,,10.799999999999999,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,0.0
"[[0, 4], [3], [], [6], [1, 2]]",,,,,,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,12.6,0.0
"[[0, 4], [3], [], [6], [1, 2, 9]]",,,,,,-8.7,,0.0,0.0,,0.0,,,,,,0.0,,0.0,0.0,,0.0,,,,,,0.0,,0.0,0.0,,0.0,,,,,,0.0,,0.0,0.0,,0.0,,,,,,0.0,,0.0,0.0,,0.0
"[[], [], [], [5, 6], []]",0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
