,"(0, 0)","(0, 1)","(0, 2)","(0, 3)","(0, 4)","(0, 5)","(0, 6)","(0, 7)","(0, 8)","(0, 9)","(0, 10)","(1, 0)","(1, 1)","(1, 2)","(1, 3)","(1, 4)","(1, 5)","(1, 6)","(1, 7)","(1, 8)","(1, 9)","(1, 10)","(2, 0)","(2, 1)","(2, 2)","(2, 3)","(2, 4)","(2, 5)","(2, 6)","(2, 7)","(2, 8)","(2, 9)","(2, 10)","(3, 0)","(3, 1)","(3, 2)","(3, 3)","(3, 4)","(3, 5)","(3, 6)","(3, 7)","(3, 8)","(3, 9)","(3, 10)","(4, 0)","(4, 1)","(4, 2)","(4, 3)","(4, 4)","(4, 5)","(4, 6)","(4, 7)","(4, 8)","(4, 9)","(4, 10)"
"[[0, 2, 7], [3, 8], [4, 5], [1, 9], [6]]",,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,101.0667,,,,,,,,,,,0.0
"[[0], [3, 8], [7], [6], [2, 5]]",,0.0,,,0.0,,,,,0.0,0.0,,0.0,,,0.0,,,,,0.0,0.0,,0.0,,,0.0,,,,,0.0,0.0,,0.0,,,13.799999999999999,,,,,0.0,0.0,,0.0,,,0.0,,,,,0.0,0.0
"[[0], [3, 8], [7], [4, 6], [2, 5]]",,15.6,,,,,,,,0.0,0.0,,0.0,,,,,,,,0.0,0.0,,0.0,,,,,,,,0.0,0.0,,0.0,,,,,,,,0.0,0.0,,0.0,,,,,,,,0.0,0.0
"[[0, 1], [3, 8], [7], [4, 6], [2, 5]]",,,,,,,,,,17.099999999999998,0.0,,,,,,,,,,0.0,0.0,,,,,,,,,,0.0,0.0,,,,,,,,,,0.0,0.0,,,,,,,,,,0.0,0.0
"[[0, 1, 9], [3, 8], [7], [4, 6], [2, 5]]",,,,,,,,,,,-8.7,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,0.0
"[[], [3, 8], [10], [6], []]",0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,7.199999999999999,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,8.1,0.0,0.0,,0.0,0.0,,0.0,,0.0,
"[[], [3, 8], [10], [6], [0]]",,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,9.6,,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,
"[[], [3, 5, 8], [10], [6], [0]]",,11.1,0.0,,0.0,,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,0.0,
"[[1], [3, 5, 8], [10], [6], [0]]",,,13.5,,0.0,,,0.0,,0.0,,,,0.0,,0.0,,,0.0,,0.0,,,,0.0,,0.0,,,0.0,,0.0,,,,0.0,,0.0,,,0.0,,0.0,,,,0.0,,0.0,,,0.0,,0.0,
"[[1, 2], [3, 5, 8], [10], [6], [0]]",,,,,0.0,,,0.0,,0.0,,,,,,0.0,,,0.0,,0.0,,,,,,0.0,,,0.0,,0.0,,,,,,0.0,,,0.0,,0.0,,,,,,15.6,,,0.0,,0.0,
"[[1, 2], [3, 5, 8], [10], [6], [0, 4]]",,,,,,,,17.099999999999998,,0.0,,,,,,,,,0.0,,0.0,,,,,,,,,0.0,,0.0,,,,,,,,,0.0,,0.0,,,,,,,,,0.0,,0.0,
"[[1, 2, 7], [3, 5, 8], [10], [6], [0, 4]]",,,,,,,,,,-8.7,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,0.0,
"[[0, 1], [3, 8], [5, 7], [], []]",,,-8.7,,-8.7,,11.4,,,0.0,0.0,,,0.0,,0.0,,0.0,,,0.0,0.0,,,0.0,,0.0,,0.0,,,0.0,0.0,,,0.0,,0.0,,0.0,,,0.0,0.0,,,0.0,,0.0,,0.0,,,0.0,61.46857995
"[[0, 2], [6], [], [5], [1]]",,,,0.0,0.0,,,0.0,0.0,9.9,-8.7,,,,0.0,13.319999999999999,,,18.650999999999996,0.0,0.0,10.2,,,,10.2,0.0,,,0.0,0.0,16.32,0.0,,,,0.0,0.0,,,48.386902230000004,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,9.9,0.0,10.2
"[[0, 2], [6], [], [5, 7], [1]]",,,,-8.7,-8.7,,,,43.248557999999996,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,11.1,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0
"[[], [], [], [0, 5], []]",,16.97553,0.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
"[[1], [], [], [0, 5], []]",,,15.722999999999999,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,7.199999999999999,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,-8.7,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
"[[1, 2], [], [], [0, 5], []]",,,,0.0,0.0,,0.0,0.0,0.0,9.9,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,9.299999999999999,0.0,0.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
"[[1, 2], [], [], [0, 5, 7], []]",,,,-8.7,0.0,,0.0,,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,0.0,0.0,0.0
"[[0, 10], [], [], [], [4]]",,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,8.4,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
"[[0, 10], [], [2], [], [4]]",,9.9,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,
"[[0, 1, 10], [], [2], [], [4]]",,,,-8.7,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,11.1,0.0,0.0,0.0,
"[[8], [], [5], [], []]",0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,4.2,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
"[[8], [1], [5], [], []]",6.6,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
"[[0, 8], [1], [5], [], []]",,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,7.8,0.0
"[[0, 8], [1], [5], [], [9]]",,,10.5,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,,0.0
"[[0, 2, 8], [1], [5], [], [9]]",,,,0.0,0.0,,0.0,0.0,,,0.0,,,,0.0,0.0,,0.0,0.0,,,0.0,,,,12.9,0.0,,0.0,0.0,,,0.0,,,,0.0,0.0,,0.0,0.0,,,0.0,,,,0.0,0.0,,0.0,0.0,,,0.0
"[[0, 2, 8], [1], [3, 5], [], [9]]",,,,,-8.7,,0.0,0.0,,,0.0,,,,,0.0,,0.0,0.0,,,0.0,,,,,0.0,,0.0,0.0,,,0.0,,,,,0.0,,0.0,0.0,,,0.0,,,,,0.0,,0.0,0.0,,,0.0
"[[], [], [], [1], [0]]",,,0.0,0.0,0.0,5.3999999999999995,0.0,4.8,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,11.391,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[[5], [], [], [1], [0]]",,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,6.3,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
"[[5], [], [7], [1], [0]]",,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,,0.0,8.1,0.0,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0
"[[5], [3], [7], [1], [0]]",,,10.5,,0.0,,0.0,,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,0.0
"[[2, 5], [3], [7], [1], [0]]",,,,,0.0,,0.0,,0.0,0.0,0.0,,,,,0.0,,0.0,,0.0,0.0,0.0,,,,,0.0,,0.0,,0.0,0.0,0.0,,,,,0.0,,0.0,,12.0,0.0,0.0,,,,,0.0,,0.0,,0.0,0.0,0.0
"[[2, 5], [3], [7], [1, 8], [0]]",,,,,0.0,,0.0,,,0.0,0.0,,,,,14.399999999999999,,0.0,,,0.0,0.0,,,,,0.0,,0.0,,,0.0,0.0,,,,,0.0,,0.0,,,0.0,0.0,,,,,0.0,,0.0,,,0.0,0.0
"[[2, 5], [3, 4], [7], [1, 8], [0]]",,,,,,,15.6,,,0.0,0.0,,,,,,,0.0,,,0.0,0.0,,,,,,,0.0,,,0.0,0.0,,,,,,,0.0,,,0.0,0.0,,,,,,,0.0,,,0.0,0.0
"[[2, 5, 6], [3, 4], [7], [1, 8], [0]]",,,,,,,,,,-8.7,0.0,,,,,,,,,,0.0,0.0,,,,,,,,,,0.0,0.0,,,,,,,,,,0.0,0.0,,,,,,,,,,0.0,0.0
"[[7], [], [], [], [3, 5]]",7.5,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0
"[[0, 7], [], [], [], [3, 5]]",,9.299999999999999,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0
"[[0, 1, 7], [], [], [], [3, 5]]",,,0.0,,0.0,,0.0,,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,0.0,,,0.0,,0.0,,9.9,,0.0,0.0,0.0
"[[0, 1, 7], [], [], [], [3, 5, 6]]",,,-8.7,,0.0,,,,0.0,0.0,0.0,,,0.0,,0.0,,,,0.0,0.0,0.0,,,0.0,,0.0,,,,0.0,0.0,0.0,,,0.0,,0.0,,,,0.0,0.0,0.0,,,0.0,,0.0,,,,0.0,0.0,0.0
"[[8], [3], [], [], [5]]",6.8999999999999995,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0
"[[0, 8], [3], [], [], [5]]",,9.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0
"[[0, 1, 8], [3], [], [], [5]]",,,-8.7,,0.0,,0.0,0.0,,0.0,0.0,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,,,0.0,,0.0,,0.0,0.0,,0.0,0.0
"[[9], [3, 8], [], [], [2]]",9.6,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0
"[[0, 9], [3, 8], [], [], [2]]",,0.0,,,0.0,0.0,0.0,0.0,,,0.0,,0.0,,,0.0,0.0,19.923,0.0,,,0.0,,0.0,,,0.0,0.0,0.0,0.0,,,0.0,,0.0,,,0.0,0.0,0.0,0.0,,,0.0,,0.0,,,0.0,0.0,0.0,0.0,,,0.0
"[[0, 9], [3, 6, 8], [], [], [2]]",,23.745,,,0.0,0.0,,0.0,,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0
"[[0, 1, 9], [3, 6, 8], [], [], [2]]",,,,,0.0,0.0,,0.0,,,0.0,,,,,0.0,0.0,,22.95,,,0.0,,,,,0.0,0.0,,0.0,,,0.0,,,,,0.0,0.0,,0.0,,,0.0,,,,,0.0,0.0,,0.0,,,0.0
"[[0, 1, 9], [3, 6, 7, 8], [], [], [2]]",,,,,0.0,0.0,,,,,0.0,,,,,-8.7,0.0,,,,,15.6,,,,,0.0,0.0,,,,,0.0,,,,,0.0,0.0,,,,,0.0,,,,,0.0,0.0,,,,,0.0
"[[], [], [], [8, 10], [0, 2]]",,0.0,,0.0,18.776999999999997,0.0,0.0,0.0,,0.0,,,0.0,,47.933273483399994,0.0,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,8.7,,9.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,-8.7,0.0,9.0,,0.0,
"[[], [3], [], [8, 10], [0, 2]]",,0.0,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,11.7,36.148686,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,11.7,0.0,0.0,0.0,,0.0,,,0.0,,,-8.7,0.0,0.0,10.799999999999999,,0.0,
"[[], [3, 6], [], [8, 10], [0, 2]]",,23.298,,,0.0,0.0,,0.0,,0.0,,,0.0,,,12.6,0.0,,0.0,,0.0,,,0.0,,,12.299999999999999,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,
"[[1], [3, 6], [], [8, 10], [0, 2]]",,,,,0.0,0.0,,0.0,,0.0,,,,,,0.0,26.736,,0.0,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,,,,0.0,0.0,,0.0,,0.0,
"[[1], [3, 5, 6], [], [8, 10], [0, 2]]",,,,,0.0,,,0.0,,0.0,,,,,,0.0,,,0.0,,0.0,,,,,,30.110999999999997,,,0.0,,0.0,,,,,,0.0,,,0.0,,0.0,,,,,,0.0,,,0.0,,0.0,
"[[1], [3, 5, 6], [4], [8, 10], [0, 2]]",,,,,,,,37.32299999999999,,0.0,,,,,,,,,0.0,,0.0,,,,,,,,,0.0,,0.0,,,,,,,,,0.0,,0.0,,,,,,,,,0.0,,0.0,
"[[1, 7], [3, 5, 6], [4], [8, 10], [0, 2]]",,,,,,,,,,39.3,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,39.6,,,,,,,,,,,0.0,
"[[0, 1], [3, 8], [4], [10], []]",,,-8.7,,,25.206000000000003,0.0,0.0,,0.0,,,,0.0,,,12.6,0.0,0.0,,0.0,,,,0.0,,,0.0,0.0,0.0,,0.0,,,,0.0,,,0.0,0.0,0.0,,0.0,,,,0.0,,,0.0,0.0,0.0,,0.0,
"[[], [3], [], [], [0, 6, 8]]",,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,8.7,,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0
"[[], [3], [2], [], [0, 6, 8]]",,10.2,,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,0.0,0.0
"[[1], [3], [2], [], [0, 6, 8]]",,,,,0.0,0.0,,0.0,,0.0,0.0,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,,0.0,0.0,,0.0,,11.4,0.0,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,,0.0,0.0,,0.0,,0.0,0.0
"[[1], [3], [2, 9], [], [0, 6, 8]]",,,,,13.799999999999999,0.0,,0.0,,,0.0,,,,,0.0,0.0,,0.0,,,0.0,,,,,0.0,0.0,,0.0,,,0.0,,,,,0.0,0.0,,0.0,,,0.0,,,,,0.0,0.0,,0.0,,,0.0
"[[1, 4], [3], [2, 9], [], [0, 6, 8]]",,,,,,15.299999999999999,,0.0,,,0.0,,,,,,0.0,,0.0,,,0.0,,,,,,0.0,,0.0,,,0.0,,,,,,0.0,,0.0,,,0.0,,,,,,0.0,,0.0,,,0.0
"[[1, 4, 5], [3], [2, 9], [], [0, 6, 8]]",,,,,,,,0.0,,,0.0,,,,,,,,16.8,,,0.0,,,,,,,,0.0,,,0.0,,,,,,,,0.0,,,0.0,,,,,,,,0.0,,,0.0
"[[1, 4, 5], [3, 7], [2, 9], [], [0, 6, 8]]",,,,,,,,,,,-8.7,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,0.0
"[[0], [3, 7, 8], [], [2], []]",,11.1,,,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,,,10.5,0.0,,0.0,,,0.0,0.0,0.0,,,0.0,0.0
"[[0, 1], [3, 7, 8], [], [2], []]",,,,,-8.7,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0
"[[0], [3, 4, 6, 8], [], [], []]",,0.0,0.0,,,0.0,,0.0,,68.853157177209,0.0,,0.0,0.0,,,0.0,,0.0,,0.0,0.0,,0.0,11.4,,,0.0,,0.0,,0.0,0.0,,10.5,0.0,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,,,0.0,,0.0,,0.0,0.0
"[[0, 9], [3, 4, 6, 8], [], [], []]",,0.0,0.0,,,0.0,,0.0,,,12.0,,0.0,0.0,,,0.0,,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,,,22.787999999999997,,74.73460216472999,0.0,,,0.0,,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,,,0.0
"[[0, 9], [3, 4, 6, 8], [], [1], []]",,,0.0,,,0.0,,0.0,,,0.0,,,0.0,,,0.0,,0.0,,,0.0,,,77.8683565218,,,0.0,,0.0,,,0.0,,,0.0,,,0.0,,0.0,,,0.0,,,0.0,,,0.0,,0.0,,,0.0
"[[0, 9], [3, 4, 6, 8], [2], [1], []]",,,,,,66.7489887,,15.6,,,0.0,,,,,,0.0,,0.0,,,0.0,,,,,,0.0,,0.0,,,0.0,,,,,,16.2,,0.0,,,0.0,,,,,,0.0,,0.0,,,0.0
"[[0, 5, 9], [3, 4, 6, 8], [2], [1], []]",,,,,,,,-14.79,,,0.0,,,,,,,,0.0,,,0.0,,,,,,,,0.0,,,0.0,,,,,,,,38.763,,,0.0,,,,,,,,0.0,,,17.7
"[[0, 5, 9], [3, 4, 6, 8], [2], [1], [10]]",,,,,,,,-8.7,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,
"[[0, 1], [], [2, 8], [10], [7]]",,,,0.0,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,,,,,12.6,0.0,0.0,0.0,,,0.0,
"[[0, 1], [], [2, 8], [10], [3, 7]]",,,,,0.0,0.0,0.0,,,0.0,,,,,,0.0,0.0,0.0,,,0.0,,,,,,0.0,0.0,0.0,,,0.0,,,,,,0.0,14.399999999999999,0.0,,,0.0,,,,,,0.0,0.0,0.0,,,0.0,
"[[0, 1], [], [2, 8], [5, 10], [3, 7]]",,,,,-8.7,,0.0,,,0.0,,,,,,0.0,,0.0,,,0.0,,,,,,0.0,,0.0,,,0.0,,,,,,0.0,,0.0,,,0.0,,,,,,0.0,,0.0,,,0.0,
"[[0, 1], [3, 8], [7, 9], [], [2]]",,,,,-8.7,0.0,0.0,,,,0.0,,,,,0.0,0.0,0.0,,,,0.0,,,,,0.0,44.035199999999996,0.0,,,,0.0,,,,,0.0,0.0,0.0,,,,0.0,,,,,0.0,0.0,0.0,,,,0.0
"[[0, 1], [3, 8], [5, 7, 9], [], [2]]",,,,,-8.7,,25.5,,,,0.0,,,,,0.0,,0.0,,,,0.0,,,,,0.0,,0.0,,,,0.0,,,,,0.0,,0.0,,,,0.0,,,,,0.0,,0.0,,,,16.2
"[[1, 7], [3], [5], [], [0]]",,,21.516,,0.0,,0.0,,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,0.0
"[[1, 2, 7], [3], [5], [], [0]]",,,,,0.0,,0.0,,0.0,0.0,0.0,,,,,0.0,,0.0,,0.0,0.0,0.0,,,,,0.0,,0.0,,21.419999999999998,0.0,0.0,,,,,0.0,,0.0,,0.0,0.0,0.0,,,,,0.0,,0.0,,0.0,0.0,0.0
"[[1, 2, 7], [3], [5, 8], [], [0]]",,,,,-8.7,,13.5,,,0.0,0.0,,,,,0.0,,0.0,,,0.0,0.0,,,,,0.0,,0.0,,,0.0,0.0,,,,,0.0,,0.0,,,0.0,0.0,,,,,0.0,,0.0,,,0.0,0.0
"[[], [4], [8], [], []]",15.454799999999999,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
"[[0], [4], [8], [], []]",,17.720999999999997,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
"[[0, 1], [4], [8], [], []]",,,-8.7,15.809999999999999,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
"[[2, 4], [3, 5], [], [], [9]]",0.0,0.0,,,,,0.0,0.0,11.1,,0.0,0.0,11.1,,,,,0.0,10.5,0.0,,0.0,0.0,0.0,,,,,0.0,0.0,10.799999999999999,,30.6363,0.0,0.0,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,0.0
"[[2, 4], [3, 5], [10], [], [9]]",-8.7,-8.7,,,,,20.4,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,,
"[[2], [], [4, 5], [], []]",8.7,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0
"[[0, 2], [], [4, 5], [], []]",,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,10.2,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0
